FECHA,HORA_UTC,LATITUD (grados),LONGITUD (grados),PROFUNDIDAD (Km),MAGNITUD Ml,MAGNITUD Mw,DEPARTAMENTO,MUNICIPIO,# FASES,RMS (Seg),GAP (grados),ERROR LATITUD (Km),ERROR LONGITUD (Km),ERROR PROFUNDIDAD (Km),ESTADO
2013-01-01,04:47:13,   6.812, -73.110, 145.9,  3.0,  3.5,SANTANDER,LOS_SANTOS,16, 0.50,128,  4.1,  6.2,  7.3,Revisado
2013-01-02,04:42:46,   6.831, -73.135, 149.5,  4.1,  4.2,SANTANDER,LOS_SANTOS,27, 0.60,126,  3.1,  5.1,  5.7,Revisado
2013-01-02,09:25:33,   6.831, -73.129, 147.7,  3.2,  3.6,SANTANDER,LOS_SANTOS,17, 0.60,127,  3.5,  6.0,  6.6,Revisado
2013-01-05,02:40:41,   6.824, -73.081, 149.5,  3.0,  3.5,SANTANDER,LOS_SANTOS,18, 0.50,130,  2.9,  4.1,  5.3,Revisado
2013-01-06,06:58:42,   6.800, -73.106, 146.4,  3.5,  3.9,SANTANDER,LOS_SANTOS,16, 0.50,129,  3.2,  5.1,  7.0,Revisado
2013-01-07,13:19:35,   6.790, -73.139, 142.0,  3.1,  3.2,SANTANDER,LOS_SANTOS,9, 0.50,183,  4.5,  5.3,  7.4,Revisado
2013-01-07,14:16:16,   6.782, -73.124, 144.8,  3.3,  3.3,SANTANDER,LOS_SANTOS,14, 0.50,128,  3.5,  4.8,  6.0,Revisado
2013-01-08,17:00:53,   6.855, -73.119, 150.2,  4.4,  4.6,SANTANDER,LOS_SANTOS,28, 0.60,127,  2.8,  4.5,  5.1,Revisado
2013-01-08,18:16:29,   6.828, -73.119, 150.9,  3.8,  3.9,SANTANDER,LOS_SANTOS,24, 0.60,128,  3.0,  4.9,  5.4,Revisado
2013-01-08,22:13:13,   6.801, -73.130, 146.5,  3.3,  3.3,SANTANDER,LOS_SANTOS,15, 0.40,183,  2.8,  4.0,  4.6,Revisado
2013-01-09,05:40:36,   7.453, -73.264, 115.6,  3.0,  3.1,SANTANDER,EL_PLAYON,11, 0.50,177,  3.8,  5.0,  7.5,Revisado
2013-01-09,20:22:46,   6.172, -73.301,   3.2,  3.3,  3.5,SANTANDER,OIBA,14, 0.40,126,  1.5,  2.6,  4.0,Revisado
2013-01-10,10:04:06,   6.837, -73.146, 141.7,  3.4,  3.7,SANTANDER,LOS_SANTOS,25, 0.60,70,  3.1,  3.7,  5.8,Revisado
2013-01-12,04:15:48,   6.800, -73.160, 140.0,  3.4,  3.5,SANTANDER,LOS_SANTOS,15, 0.50,181,  3.0,  4.6,  5.2,Revisado
2013-01-12,12:19:20,   6.841, -73.146, 143.6,  3.7,  3.9,SANTANDER,LOS_SANTOS,26, 0.60,125,  3.0,  4.8,  5.5,Revisado
2013-01-13,10:31:40,   6.796, -73.168, 143.6,  3.1,  3.4,SANTANDER,LOS_SANTOS,16, 0.50,70,  3.2,  3.2,  5.7,Revisado
2013-01-15,10:13:26,   6.834, -73.057, 145.7,  3.2,  3.4,SANTANDER,LOS_SANTOS,17, 0.50,132,  3.2,  4.5,  5.8,Revisado
2013-01-15,15:24:47,   6.857, -73.078, 144.4,  3.9,  3.8,SANTANDER,LOS_SANTOS,18, 0.50,130,  3.0,  4.2,  5.9,Revisado
2013-01-15,22:15:49,   6.658, -73.332, 137.2,  3.9,  3.8,SANTANDER,GALAN,14, 0.50,113,  3.4,  4.7,  6.2,Revisado
2013-01-16,14:01:48,   6.851, -73.047, 140.3,  3.2,  3.4,SANTANDER,LOS_SANTOS,16, 0.50,132,  2.9,  4.5,  5.5,Revisado
2013-01-16,14:06:33,   6.836, -73.097, 146.0,  3.8,  3.8,SANTANDER,LOS_SANTOS,17, 0.60,129,  3.4,  4.6,  6.4,Revisado
2013-01-17,15:36:10,   6.800, -73.118, 148.6,  3.0,  3.2,SANTANDER,LOS_SANTOS,17, 0.50,72,  3.5,  3.5,  5.6,Revisado
2013-01-17,20:39:28,   6.788, -73.136, 142.7,  3.0,  3.3,SANTANDER,LOS_SANTOS,14, 0.50,72,  3.4,  3.2,  5.7,Revisado
2013-01-18,12:32:14,   6.803, -73.138, 145.8,  3.7,  3.7,SANTANDER,LOS_SANTOS,15, 0.40,71,  2.9,  3.1,  5.2,Revisado
2013-01-21,17:46:12,   6.787, -73.131, 151.5,  3.5,  3.7,SANTANDER,LOS_SANTOS,21, 0.40,72,  2.9,  2.6,  4.4,Revisado
2013-01-21,19:22:09,   6.812, -73.135, 145.4,  3.1,  3.6,SANTANDER,LOS_SANTOS,16, 0.60,71,  4.1,  3.7,  6.5,Revisado
2013-01-21,19:33:34,   6.819, -73.143, 148.0,  3.7,  3.9,SANTANDER,LOS_SANTOS,23, 0.50,71,  3.4,  3.6,  5.4,Revisado
2013-01-22,01:13:38,   6.805, -73.149, 147.3,  3.2,  3.5,SANTANDER,LOS_SANTOS,24, 0.60,71,  3.1,  3.4,  5.2,Revisado
2013-01-24,00:05:25,   6.560, -73.527, 111.6,  3.3,  3.8,SANTANDER,EL_CARMEN,24, 0.60,52,  2.9,  3.6,  7.0,Revisado
2013-01-24,00:05:25,   6.563, -73.527, 112.0,  3.3,  3.8,SANTANDER,EL_CARMEN,25, 0.60,52,  2.9,  3.6,  7.0,Revisado
2013-01-25,01:07:35,   6.817, -73.129, 151.2,  3.7,  3.9,SANTANDER,LOS_SANTOS,19, 0.50,71,  3.6,  3.5,  5.8,Revisado
2013-01-26,19:57:14,   6.810, -73.141, 151.8,  3.3,  3.7,SANTANDER,LOS_SANTOS,19, 0.40,71,  2.8,  2.7,  4.0,Revisado
2013-01-26,22:53:36,   6.813, -73.151, 141.0,  3.4,  3.6,SANTANDER,LOS_SANTOS,22, 0.50,70,  2.9,  3.1,  5.0,Revisado
2013-01-27,05:07:28,   6.825, -73.138, 145.7,  3.1,  3.3,SANTANDER,LOS_SANTOS,17, 0.60,71,  3.3,  3.7,  6.7,Revisado
2013-01-27,17:21:21,   6.360, -73.555, 113.5,  3.1,  3.3,SANTANDER,SANTA_HELENA_DEL_OPON,15, 0.40,49,  2.9,  2.6,  5.2,Revisado
2013-01-28,19:42:03,   6.791, -73.142, 141.8,  3.4,  3.3,SANTANDER,LOS_SANTOS,16, 0.40,72,  2.2,  2.5,  4.0,Revisado
2013-01-29,01:37:59,   6.771, -73.160, 148.4,  3.0,  3.0,SANTANDER,LOS_SANTOS,12, 0.30,71,  2.0,  2.0,  3.6,Revisado
2013-01-29,14:58:23,   6.820, -73.152, 145.5,  3.1,  3.3,SANTANDER,LOS_SANTOS,18, 0.60,70,  3.5,  4.0,  6.7,Revisado
2013-02-01,12:17:18,   6.838, -73.161, 146.6,  3.0,  3.4,SANTANDER,LOS_SANTOS,14, 0.60,69,  4.4,  4.7,  7.2,Revisado
2013-02-01,18:49:30,   6.797, -73.148, 151.0,  3.1,  3.3,SANTANDER,LOS_SANTOS,17, 0.50,71,  3.2,  3.8,  5.8,Revisado
2013-02-01,21:34:29,   6.798, -73.154, 143.6,  3.2,  3.5,SANTANDER,LOS_SANTOS,15, 0.50,71,  3.4,  3.4,  6.1,Revisado
2013-02-03,17:19:14,   6.829, -73.159, 146.0,  3.5,  3.7,SANTANDER,LOS_SANTOS,24, 0.50,69,  2.5,  2.9,  4.7,Revisado
2013-02-08,07:04:17,   6.800, -73.150, 150.5,  3.5,  3.5,SANTANDER,LOS_SANTOS,15, 0.50,71,  3.2,  4.0,  5.4,Revisado
2013-02-13,16:23:55,   6.813, -73.128, 145.1,  3.0,  3.3,SANTANDER,LOS_SANTOS,17, 0.50,72,  2.9,  3.3,  5.5,Revisado
2013-02-14,07:27:03,   6.831, -73.130, 149.7,  3.1,  3.3,SANTANDER,LOS_SANTOS,20, 0.50,71,  2.7,  3.3,  5.3,Revisado
2013-02-14,13:16:18,   6.586, -73.422, 121.3,  3.1,  3.3,SANTANDER,HATO,15, 0.40,59,  2.6,  3.3,  5.6,Revisado
2013-02-14,16:49:40,   6.830, -73.141, 151.9,  3.4,  3.6,SANTANDER,LOS_SANTOS,19, 0.50,70,  2.6,  3.0,  4.8,Revisado
2013-02-15,14:17:05,   7.435, -73.421, 117.8,  3.6,  3.6,SANTANDER,SABANA_DE_TORRES,13, 0.50,90,  2.6,  3.3,  5.4,Revisado
2013-02-16,14:15:17,   6.794, -73.110, 146.9,  3.1,  3.4,SANTANDER,LOS_SANTOS,14, 0.50,73,  3.6,  3.8,  6.2,Revisado
2013-02-16,19:19:22,   6.792, -73.134, 148.0,  3.0,  3.1,SANTANDER,LOS_SANTOS,11, 0.50,72,  3.3,  3.9,  6.2,Revisado
2013-02-17,17:27:32,   6.837, -73.151, 143.8,  3.9,  3.8,SANTANDER,LOS_SANTOS,20, 0.60,70,  3.4,  3.5,  5.7,Revisado
2013-02-17,17:50:08,   6.811, -73.173, 146.5,  3.4,  3.7,SANTANDER,LOS_SANTOS,16, 0.40,69,  2.9,  3.2,  5.1,Revisado
2013-02-19,18:14:42,   6.850, -73.150, 142.0,  3.4,  3.5,SANTANDER,LOS_SANTOS,17, 0.60,69,  3.1,  3.3,  6.4,Revisado
2013-02-20,22:37:49,   6.521, -73.533, 109.4,  3.2,  3.3,SANTANDER,EL_CARMEN,16, 0.50,52,  2.7,  2.9,  6.3,Revisado
2013-02-21,11:31:50,   6.822, -73.116, 149.2,  3.0,  3.2,SANTANDER,LOS_SANTOS,14, 0.60,72,  3.4,  4.3,  7.5,Revisado
2013-02-21,23:26:01,   6.829, -73.322, 122.0,  3.1,  3.2,SANTANDER,ZAPATOCA,15, 0.50,52,  3.3,  3.1,  5.9,Revisado
2013-02-23,10:28:20,   7.443, -73.219, 133.2,  3.4,  3.4,SANTANDER,EL_PLAYON,11, 0.50,106,  3.4,  3.3,  5.7,Revisado
2013-02-23,16:35:40,   6.847, -73.180, 141.3,  3.2,  3.3,SANTANDER,ZAPATOCA,14, 0.50,68,  3.3,  3.6,  6.0,Revisado
2013-02-24,06:42:50,   6.809, -73.146, 154.2,  3.6,  3.8,SANTANDER,LOS_SANTOS,27, 0.50,68,  2.3,  2.8,  4.2,Revisado
2013-02-24,12:38:42,   6.833, -73.141, 146.1,  3.0,  3.2,SANTANDER,LOS_SANTOS,16, 0.50,70,  2.9,  3.5,  5.4,Revisado
2013-02-25,19:58:07,   6.813, -73.132, 147.7,  3.2,  3.4,SANTANDER,LOS_SANTOS,16, 0.50,71,  3.3,  3.5,  6.0,Revisado
2013-02-27,02:45:34,   6.836, -73.090, 152.5,  3.1,  3.6,SANTANDER,LOS_SANTOS,22, 0.50,73,  2.7,  3.7,  5.4,Revisado
2013-02-27,10:21:25,   6.791, -73.154, 150.2,  3.2,  3.5,SANTANDER,LOS_SANTOS,17, 0.50,71,  2.7,  3.0,  5.1,Revisado
2013-02-28,17:31:09,   6.837, -73.143, 142.0,  3.0,  3.3,SANTANDER,LOS_SANTOS,17, 0.50,70,  3.0,  3.4,  5.8,Revisado
2013-03-01,05:19:13,   6.570, -73.540, 111.1,  3.5,  3.7,SANTANDER,EL_CARMEN,19, 0.60,52,  2.8,  3.3,  6.3,Revisado
2013-03-03,07:00:40,   6.401, -73.640, 108.8,  3.6,  3.7,SANTANDER,SANTA_HELENA_DEL_OPON,24, 0.60,49,  2.2,  3.0,  6.2,Revisado
2013-03-04,22:59:18,   6.822, -73.152, 143.8,  3.1,  3.5,SANTANDER,LOS_SANTOS,16, 0.50,70,  3.7,  4.0,  6.1,Revisado
2013-03-06,18:44:48,   6.819, -73.145, 148.3,  3.0,  3.2,SANTANDER,LOS_SANTOS,16, 0.50,70,  2.8,  3.9,  5.3,Revisado
2013-03-06,19:27:59,   6.826, -73.143, 150.8,  3.9,  3.9,SANTANDER,LOS_SANTOS,26, 0.50,70,  2.4,  3.2,  4.7,Revisado
2013-03-07,07:19:33,   6.789, -73.146, 145.9,  4.0,  3.9,SANTANDER,LOS_SANTOS,24, 0.50,71,  2.3,  2.9,  4.4,Revisado
2013-03-07,18:56:41,   6.810, -73.128, 142.6,  3.1,  3.4,SANTANDER,LOS_SANTOS,17, 0.50,72,  2.5,  3.5,  5.9,Revisado
2013-03-07,19:16:23,   6.823, -73.115, 144.9,  3.4,  3.5,SANTANDER,LOS_SANTOS,18, 0.50,72,  2.7,  3.6,  5.5,Revisado
2013-03-08,16:11:52,   6.796, -73.136, 150.9,  3.5,  3.5,SANTANDER,LOS_SANTOS,19, 0.50,72,  2.4,  3.3,  4.5,Revisado
2013-03-09,04:38:53,   6.872, -73.662,   4.3,  3.5,  3.9,SANTANDER,SAN_VICENTE_DE_CHUCURI,4, 0.60,275,  5.4, 13.1, 15.9,Revisado
2013-03-09,06:10:34,   6.813, -73.125, 148.9,  3.0,  3.3,SANTANDER,LOS_SANTOS,18, 0.50,72,  3.1,  3.7,  5.5,Revisado
2013-03-09,06:16:12,   7.464, -73.422, 115.1,  3.1,  3.3,SANTANDER,SABANA_DE_TORRES,18, 0.60,55,  3.4,  3.8,  6.5,Revisado
2013-03-09,11:04:31,   7.088, -73.278,   4.0,  3.0,  3.1,SANTANDER,LEBRIJA,13, 0.40,103,  1.6,  1.7,  4.3,Revisado
2013-03-11,19:59:46,   6.838, -73.126, 146.8,  3.1,  3.4,SANTANDER,LOS_SANTOS,25, 0.60,71,  2.7,  3.4,  5.6,Revisado
2013-03-12,12:34:15,   6.809, -73.148, 145.0,  3.8,  3.8,SANTANDER,LOS_SANTOS,15, 0.40,71,  2.5,  3.0,  4.5,Revisado
2013-03-13,12:12:09,   6.821, -73.153, 148.7,  4.5,  4.6,SANTANDER,LOS_SANTOS,29, 0.50,70,  2.8,  3.1,  4.7,Revisado
2013-03-13,20:59:41,   6.311, -73.130, 182.5,  3.0,  3.3,SANTANDER,CHARALA,19, 0.60,89,  3.8,  4.3,  5.8,Revisado
2013-03-14,11:45:33,   6.803, -73.166, 142.1,  3.5,  3.5,SANTANDER,LOS_SANTOS,17, 0.50,70,  2.9,  3.4,  5.2,Revisado
2013-03-16,00:39:24,   6.826, -73.154, 146.3,  3.5,  3.7,SANTANDER,LOS_SANTOS,17, 0.50,70,  2.9,  4.0,  5.4,Revisado
2013-03-16,01:29:59,   6.816, -73.145, 148.0,  3.2,  3.3,SANTANDER,LOS_SANTOS,17, 0.60,71,  3.1,  4.1,  6.9,Revisado
2013-03-16,05:26:49,   6.834, -73.159, 147.8,  3.9,  3.9,SANTANDER,LOS_SANTOS,19, 0.60,67,  2.6,  4.3,  6.1,Revisado
2013-03-19,09:27:41,   6.803, -73.139, 145.6,  3.2,  3.5,SANTANDER,LOS_SANTOS,13, 0.50,71,  2.9,  4.4,  5.7,Revisado
2013-03-19,17:17:11,   6.801, -73.156, 147.2,  3.4,  3.7,SANTANDER,LOS_SANTOS,15, 0.40,70,  2.3,  2.9,  4.3,Revisado
2013-03-20,01:08:48,   6.836, -73.159, 149.1,  4.5,  4.4,SANTANDER,LOS_SANTOS,17, 0.60,69,  3.2,  3.7,  6.2,Revisado
2013-03-20,16:24:37,   6.813, -73.124, 151.9,  4.5,  4.3,SANTANDER,LOS_SANTOS,24, 0.60,68,  3.1,  4.3,  5.5,Revisado
2013-03-23,03:05:03,   7.091, -73.497, 108.8,  3.0,  3.4,SANTANDER,SAN_VICENTE_DE_CHUCURI,17, 0.50,64,  3.6,  3.2,  5.9,Revisado
2013-03-23,18:49:29,   6.840, -73.145, 147.5,  3.8,  3.8,SANTANDER,LOS_SANTOS,25, 0.50,67,  2.4,  3.0,  4.4,Revisado
2013-03-23,18:51:28,   6.794, -73.160, 141.7,  4.2,  4.1,SANTANDER,LOS_SANTOS,20, 0.50,82,  2.9,  3.8,  5.6,Revisado
2013-03-23,19:56:03,   6.814, -73.148, 146.0,  3.3,  3.5,SANTANDER,LOS_SANTOS,15, 0.40,83,  2.8,  3.2,  4.8,Revisado
2013-03-24,03:36:33,   6.839, -73.161, 148.7,  3.5,  3.7,SANTANDER,LOS_SANTOS,17, 0.50,69,  3.0,  3.4,  5.1,Revisado
2013-03-24,05:49:28,   6.811, -73.153, 146.0,  4.0,  4.0,SANTANDER,LOS_SANTOS,21, 0.50,68,  2.5,  3.1,  4.6,Revisado
2013-03-24,09:46:19,   6.822, -73.153, 145.3,  3.2,  3.5,SANTANDER,LOS_SANTOS,15, 0.50,70,  3.4,  3.6,  5.4,Revisado
2013-03-26,11:01:30,   6.822, -73.177, 150.8,  4.3,  4.4,SANTANDER,LOS_SANTOS,16, 0.40,69,  2.4,  2.5,  4.0,Revisado
2013-03-26,15:53:42,   6.792, -73.151, 149.9,  3.1,  3.4,SANTANDER,LOS_SANTOS,12, 0.40,71,  2.5,  2.9,  4.6,Revisado
2013-03-27,14:02:13,   6.811, -73.128, 147.5,  3.1,  3.5,SANTANDER,LOS_SANTOS,18, 0.40,72,  2.8,  3.2,  4.4,Revisado
2013-03-27,22:08:55,   6.835, -73.099, 147.9,  3.7,  3.7,SANTANDER,LOS_SANTOS,16, 0.60,72,  3.5,  4.6,  7.1,Revisado
2013-03-28,03:23:53,   6.810, -73.144, 149.6,  3.0,  3.2,SANTANDER,LOS_SANTOS,19, 0.50,71,  2.5,  3.0,  4.8,Revisado
2013-03-29,17:12:38,   6.387, -73.692,   9.5,  3.1,  3.5,SANTANDER,SANTA_HELENA_DEL_OPON,10, 0.30,185,  2.0,  3.3,  7.3,Revisado
2013-03-30,10:26:58,   6.807, -73.147, 145.1,  3.1,  3.3,SANTANDER,LOS_SANTOS,15, 0.50,71,  3.7,  3.7,  6.2,Revisado
2013-03-31,23:05:36,   6.804, -73.131, 146.6,  3.3,  3.5,SANTANDER,LOS_SANTOS,16, 0.50,72,  3.0,  3.1,  5.1,Revisado
2013-04-03,20:42:04,   6.807, -73.137, 153.5,  3.0,  3.3,SANTANDER,LOS_SANTOS,15, 0.50,71,  3.3,  3.4,  5.6,Revisado
2013-04-04,11:22:01,   6.842, -73.144, 148.0,  3.1,  3.3,SANTANDER,LOS_SANTOS,16, 0.40,112,  2.5,  3.2,  4.4,Revisado
2013-04-05,07:42:23,   6.810, -73.144, 152.1,  3.1,  3.4,SANTANDER,LOS_SANTOS,18, 0.50,71,  3.0,  3.6,  5.0,Revisado
2013-04-05,21:20:18,   6.826, -73.138, 151.1,  3.5,  3.8,SANTANDER,LOS_SANTOS,16, 0.60,112,  3.6,  3.6,  5.7,Revisado
2013-04-11,00:25:47,   6.837, -73.152, 150.0,  3.4,  3.6,SANTANDER,LOS_SANTOS,27, 0.50,69,  2.6,  3.3,  4.8,Revisado
2013-04-11,20:45:41,   6.852, -73.071, 148.6,  3.7,  3.7,SANTANDER,LOS_SANTOS,24, 0.50,73,  2.6,  4.4,  5.2,Revisado
2013-04-12,22:36:48,   6.815, -73.154, 153.5,  4.4,  4.3,SANTANDER,LOS_SANTOS,30, 0.50,70,  2.2,  2.7,  3.8,Revisado
2013-04-14,03:51:57,   6.813, -73.139, 152.0,  3.4,  3.5,SANTANDER,LOS_SANTOS,27, 0.60,68,  2.6,  3.2,  4.5,Revisado
2013-04-14,15:23:31,   6.803, -73.159, 148.1,  4.3,  4.3,SANTANDER,LOS_SANTOS,20, 0.50,70,  2.7,  3.5,  4.8,Revisado
2013-04-15,04:26:06,   6.829, -73.167, 146.8,  3.2,  3.3,SANTANDER,LOS_SANTOS,21, 0.40,69,  2.2,  2.8,  3.9,Revisado
2013-04-16,16:36:23,   6.330, -73.569, 118.1,  3.9,  3.9,SANTANDER,SANTA_HELENA_DEL_OPON,35, 0.60,45,  2.9,  3.9,  6.4,Revisado
2013-04-17,06:20:15,   6.816, -73.138, 152.4,  3.3,  3.4,SANTANDER,LOS_SANTOS,25, 0.50,55,  2.3,  2.8,  4.3,Revisado
2013-04-17,12:44:22,   6.829, -73.147, 149.6,  3.5,  3.7,SANTANDER,LOS_SANTOS,30, 0.50,48,  2.9,  3.4,  5.2,Revisado
2013-04-18,07:45:48,   6.833, -73.158, 145.0,  3.4,  3.4,SANTANDER,LOS_SANTOS,21, 0.50,55,  2.9,  3.7,  5.6,Revisado
2013-04-18,15:18:58,   6.821, -73.143, 150.0,  3.8,  3.9,SANTANDER,LOS_SANTOS,28, 0.60,48,  2.5,  2.9,  4.6,Revisado
2013-04-20,15:02:26,   6.816, -73.154, 148.4,  3.1,  3.3,SANTANDER,LOS_SANTOS,21, 0.60,48,  3.3,  3.2,  5.7,Revisado
2013-04-23,17:01:50,   6.817, -73.149, 144.3,  3.3,  3.3,SANTANDER,LOS_SANTOS,17, 0.40,65,  2.6,  2.9,  4.1,Revisado
2013-04-23,21:03:15,   6.853, -73.168, 140.8,  3.4,  3.9,SANTANDER,LOS_SANTOS,21, 0.50,56,  2.5,  3.0,  5.5,Revisado
2013-04-24,22:29:42,   6.800, -73.143, 139.0,  3.0,  3.4,SANTANDER,LOS_SANTOS,16, 0.60,71,  3.7,  4.2,  6.3,Revisado
2013-04-24,23:38:20,   6.806, -73.130, 148.5,  3.0,  3.4,SANTANDER,LOS_SANTOS,16, 0.50,72,  3.3,  3.2,  5.2,Revisado
2013-04-25,15:07:56,   6.857, -73.153, 147.9,  3.2,  3.3,SANTANDER,LOS_SANTOS,15, 0.60,69,  3.7,  3.6,  6.0,Revisado
2013-04-26,04:37:16,   6.823, -73.151, 150.0,  3.8,  3.9,SANTANDER,LOS_SANTOS,28, 0.60,55,  3.1,  4.1,  5.0,Revisado
2013-04-27,07:09:48,   6.836, -73.160, 144.4,  4.1,  3.9,SANTANDER,LOS_SANTOS,20, 0.50,69,  3.0,  3.5,  5.4,Revisado
2013-04-27,08:38:36,   6.815, -73.154, 144.6,  3.0,  3.2,SANTANDER,LOS_SANTOS,16, 0.50,70,  3.3,  3.2,  5.2,Revisado
2013-04-27,09:05:04,   7.434, -73.212, 131.0,  3.4,  3.5,SANTANDER,EL_PLAYON,18, 0.50,66,  2.9,  3.3,  5.0,Revisado
2013-04-29,00:29:39,   6.826, -73.159, 152.1,  3.9,  4.0,SANTANDER,LOS_SANTOS,26, 0.60,55,  3.0,  3.6,  5.1,Revisado
2013-04-30,10:53:21,   6.823, -73.127, 148.3,  3.5,  3.6,SANTANDER,LOS_SANTOS,21, 0.50,71,  3.0,  3.1,  5.2,Revisado
2013-04-30,19:24:54,   6.840, -73.155, 143.4,  3.6,  3.6,SANTANDER,LOS_SANTOS,21, 0.50,69,  2.7,  3.4,  5.3,Revisado
2013-05-02,03:29:45,   6.418, -73.495, 123.8,  3.7,  4.2,SANTANDER,CONTRATACION,24, 0.50,53,  2.8,  3.1,  4.9,Revisado
2013-05-02,12:08:08,   6.817, -73.151, 146.8,  3.4,  3.5,SANTANDER,LOS_SANTOS,19, 0.40,65,  2.6,  3.1,  4.6,Revisado
2013-05-02,16:21:48,   6.810, -73.153, 149.9,  3.4,  3.6,SANTANDER,LOS_SANTOS,20, 0.50,65,  2.9,  3.2,  5.3,Revisado
2013-05-03,23:47:27,   6.831, -73.166, 150.0,  3.4,  3.3,SANTANDER,LOS_SANTOS,20, 0.50,64,  3.1,  3.4,  4.7,Revisado
2013-05-04,16:22:49,   6.820, -73.150, 145.2,  3.8,  3.8,SANTANDER,LOS_SANTOS,23, 0.50,55,  2.7,  3.1,  4.7,Revisado
2013-05-06,13:16:10,   6.792, -73.129, 147.3,  3.2,  3.5,SANTANDER,LOS_SANTOS,18, 0.50,72,  3.0,  2.8,  4.6,Revisado
2013-05-07,21:53:44,   6.819, -73.113, 153.3,  4.4,  4.1,SANTANDER,LOS_SANTOS,28, 0.60,123,  3.5,  4.8,  6.1,Revisado
2013-05-10,12:19:51,   6.840, -73.132, 154.8,  3.3,  3.7,SANTANDER,LOS_SANTOS,17, 0.50,66,  3.4,  4.1,  5.4,Revisado
2013-05-11,14:40:25,   6.821, -73.169, 149.8,  3.0,  3.6,SANTANDER,LOS_SANTOS,20, 0.50,55,  2.6,  3.2,  4.4,Revisado
2013-05-12,02:35:31,   6.835, -73.156, 145.8,  3.0,  3.1,SANTANDER,LOS_SANTOS,17, 0.40,64,  2.5,  3.4,  5.0,Revisado
2013-05-12,22:26:53,   6.788, -73.139, 148.4,  3.3,  3.5,SANTANDER,LOS_SANTOS,22, 0.40,55,  2.5,  2.6,  4.7,Revisado
2013-05-13,07:10:57,   6.822, -73.146, 150.0,  3.6,  3.7,SANTANDER,LOS_SANTOS,22, 0.50,67,  2.4,  3.1,  4.5,Revisado
2013-05-16,15:58:54,   6.805, -73.164, 144.3,  3.1,  3.3,SANTANDER,LOS_SANTOS,21, 0.40,64,  2.1,  2.5,  3.7,Revisado
2013-05-17,08:05:34,   6.813, -73.148, 148.0,  3.3,  3.7,SANTANDER,LOS_SANTOS,21, 0.50,55,  2.7,  3.5,  5.1,Revisado
2013-05-19,19:02:53,   6.800, -73.139, 146.0,  3.1,  3.4,SANTANDER,LOS_SANTOS,20, 0.50,55,  2.5,  3.1,  4.9,Revisado
2013-05-19,20:01:21,   6.819, -73.143, 154.0,  3.2,  3.5,SANTANDER,LOS_SANTOS,20, 0.40,55,  2.3,  2.8,  3.9,Revisado
2013-05-20,06:36:32,   6.818, -73.140, 150.2,  3.1,  3.5,SANTANDER,LOS_SANTOS,23, 0.40,49,  2.0,  2.4,  3.8,Revisado
2013-05-20,22:14:47,   6.802, -73.139, 152.5,  3.3,  3.6,SANTANDER,LOS_SANTOS,23, 0.40,55,  2.0,  2.4,  4.0,Revisado
2013-05-21,20:41:22,   6.853, -73.142, 147.4,  3.1,  3.4,SANTANDER,LOS_SANTOS,23, 0.50,56,  2.2,  2.8,  4.6,Revisado
2013-05-22,06:08:09,   6.567, -73.541, 113.3,  3.2,  3.5,SANTANDER,EL_CARMEN,21, 0.50,43,  2.4,  2.7,  5.0,Revisado
2013-05-22,15:10:27,   6.824, -73.148, 148.0,  3.1,  3.3,SANTANDER,LOS_SANTOS,20, 0.60,49,  3.4,  3.4,  6.0,Revisado
2013-05-22,19:54:13,   6.832, -73.124, 144.2,  3.1,  3.4,SANTANDER,LOS_SANTOS,21, 0.70,49,  3.6,  3.7,  6.0,Revisado
2013-05-23,02:20:49,   6.830, -73.125, 150.6,  3.5,  3.8,SANTANDER,LOS_SANTOS,30, 0.60,49,  2.5,  3.1,  4.7,Revisado
2013-05-23,06:47:22,   6.848, -73.152, 151.8,  3.5,  3.8,SANTANDER,LOS_SANTOS,36, 0.50,47,  2.4,  2.7,  4.2,Revisado
2013-05-23,09:38:53,   6.842, -73.139, 150.5,  4.3,  4.4,SANTANDER,LOS_SANTOS,32, 0.60,47,  2.5,  2.9,  4.9,Revisado
2013-05-24,18:52:01,   6.805, -73.158, 152.0,  4.0,  4.1,SANTANDER,LOS_SANTOS,20, 0.40,55,  2.4,  2.5,  4.1,Revisado
2013-05-27,10:09:17,   6.834, -73.148, 148.7,  3.2,  3.4,SANTANDER,LOS_SANTOS,24, 0.50,47,  2.6,  2.9,  5.3,Revisado
2013-05-27,12:32:53,   6.835, -73.155, 150.0,  3.8,  4.0,SANTANDER,LOS_SANTOS,31, 0.50,47,  2.3,  2.5,  4.1,Revisado
2013-05-28,22:26:30,   6.799, -73.154, 144.1,  3.2,  3.5,SANTANDER,LOS_SANTOS,17, 0.50,57,  2.9,  3.2,  5.1,Revisado
2013-05-29,16:47:23,   6.828, -73.120, 152.0,  3.1,  3.4,SANTANDER,LOS_SANTOS,25, 0.50,48,  2.1,  2.4,  3.9,Revisado
2013-05-30,20:55:54,   6.805, -73.150, 152.0,  4.2,  4.4,SANTANDER,LOS_SANTOS,33, 0.60,55,  2.8,  3.4,  4.9,Revisado
2013-06-01,11:01:25,   6.844, -73.128, 152.0,  3.4,  3.7,SANTANDER,LOS_SANTOS,34, 0.60,48,  2.3,  3.0,  4.7,Revisado
